#{"t_start": 1633894550.7794335, "env_id": null}
r,l,t
-12.99,300,1443.400669
-12.99,300,1444.660182
-12.99,300,1445.914042
-12.99,300,1447.176378
-12.99,300,1448.431015
-12.99,300,1453.795151
-12.99,300,1455.019149
-12.99,300,1456.241019
-12.99,300,1457.460997
-12.99,300,1458.688295
7.99,202,1459.857874
-12.99,300,1460.744511
-12.99,300,1461.980951
-12.99,300,1463.198419
8.14,187,1464.356004
-12.99,300,1465.184588
-12.99,300,1466.4076
-12.99,300,1467.628822
-12.99,300,1468.852656
7.76,225,1470.033948
-12.99,300,1471.009655
8.05,196,1472.186535
-12.99,300,1473.058571
-12.99,300,1474.296282
-12.99,300,1475.546911
-12.99,300,1476.801014
-12.99,300,1478.056474
-12.99,300,1479.316826
-12.99,300,1480.578351
-12.99,300,1481.837171
9.41,60,1482.946966
-12.99,300,1483.339899
-12.99,300,1484.601357
9.41,60,1485.714907
-12.99,300,1486.107218
-12.99,300,1487.367502
7.14,287,1488.590807
-12.99,300,1489.773036
-12.99,300,1490.998477
7.35,266,1492.199943
-12.99,300,1493.309363
-12.99,300,1498.414125
8.06,195,1499.571954
-12.99,300,1500.426998
-12.99,300,1501.648601
-12.99,300,1502.879579
-12.99,300,1504.108547
8.75,126,1505.244964
-12.99,300,1505.872705
7.44,257,1507.092107
8.16,185,1508.111478
-12.99,300,1508.949947
-12.99,300,1510.193886
-12.99,300,1511.434394
-12.99,300,1512.680421
8.41,160,1513.853923
-12.99,300,1514.608124
7.19,282,1515.85612
9.4,61,1516.905792
8.27,174,1517.227828
-12.99,300,1518.038485
-12.99,300,1519.299164
-12.99,300,1520.539976
-12.99,300,1521.761078
-12.99,300,1522.989046
-12.99,300,1524.233208
-12.99,300,1525.479735
-12.99,300,1526.720301
-12.99,300,1527.965085
-12.99,300,1529.215027
-12.99,300,1530.477389
-12.99,300,1531.732658
-12.99,300,1532.96177
-12.99,300,1534.19769
-12.99,300,1535.428469
-12.99,300,1536.651407
-12.99,300,1537.874412
-12.99,300,1539.095567
-12.99,300,1544.646228
-12.99,300,1545.896497
-12.99,300,1547.118129
-12.99,300,1548.354562
-12.99,300,1549.602896
-12.99,300,1550.860266
7.05,296,1552.083995
-12.99,300,1553.303774
-12.99,300,1554.537256
-12.99,300,1555.784716
-12.99,300,1557.040892
-12.99,300,1558.293306
-12.99,300,1559.552591
-12.99,300,1560.812376
-12.99,300,1562.072216
-12.99,300,1563.329182
-12.99,300,1564.588128
-12.99,300,1565.845797
-12.99,300,1567.105632
-12.99,300,1568.362767
-12.99,300,1569.611342
-12.99,300,1570.843771
7.66,235,1572.027611
-12.99,300,1573.019047
-12.99,300,1574.254566
7.17,284,1575.493604
-12.99,300,1576.682354
-12.99,300,1577.903729
-12.99,300,1579.15914
7.5,251,1580.368217
7.52,249,1581.39154
7.24,277,1582.416856
-12.99,300,1583.557671
7.14,287,1584.781959
-12.99,300,1590.173443
-12.99,300,1591.429954
-12.99,300,1592.698235
-12.99,300,1593.963899
-12.99,300,1595.22699
8.38,163,1596.401647
-12.99,300,1597.166004
-12.99,300,1598.428378
-12.99,300,1599.686184
-12.99,300,1600.945669
-12.99,300,1602.207621
-12.99,300,1603.468655
7.43,258,1604.706044
-12.99,300,1605.798527
-12.99,300,1607.034899
-12.99,300,1608.270229
-12.99,300,1609.502581
-12.99,300,1610.735434
-12.99,300,1611.981143
8.48,153,1613.15325
-12.99,300,1613.887456
-12.99,300,1615.152651
-12.99,300,1616.418417
-12.99,300,1617.680094
-12.99,300,1618.941653
8.64,137,1620.100741
-12.99,300,1620.772502
-12.99,300,1622.03137
-12.99,300,1623.289645
-12.99,300,1624.549081
-12.99,300,1625.8041
-12.99,300,1627.060384
-12.99,300,1628.315803
8.62,139,1629.459173
-12.99,300,1630.122376
-12.99,300,1631.347682
-12.99,300,1636.636642
8.84,117,1637.754523
-12.99,300,1638.336155
8.51,150,1639.474925
-12.99,300,1640.180715
-12.99,300,1641.448196
-12.99,300,1642.666142
-12.99,300,1643.901009
-12.99,300,1645.129738
8.95,106,1646.23979
-12.99,300,1646.782632
-12.99,300,1648.006504
-12.99,300,1649.234818
-12.99,300,1650.453936
-12.99,300,1651.672099
-12.99,300,1652.890711
7.04,297,1654.11034
-12.99,300,1655.358391
-12.99,300,1656.598504
-12.99,300,1657.85936
-12.99,300,1659.118522
-12.99,300,1660.372955
-12.99,300,1661.633065
-12.99,300,1662.91698
9.4,61,1664.034788
-12.99,300,1664.431965
-12.99,300,1665.704388
8.52,149,1666.860659
-12.99,300,1667.562193
-12.99,300,1668.786943
-12.99,300,1670.012789
-12.99,300,1671.241999
-12.99,300,1672.469771
8.04,197,1673.645494
-12.99,300,1674.532976
-12.99,300,1675.768833
-12.99,300,1681.140693
-12.99,300,1682.366919
-12.99,300,1683.594642
7.23,278,1684.809893
-12.99,300,1685.959036
-12.99,300,1687.183549
-12.99,300,1688.409688
-12.99,300,1689.641791
8.13,188,1690.802894
-12.99,300,1691.635493
-12.99,300,1692.859561
-12.99,300,1694.086358
7.25,276,1695.292924
8.34,167,1696.351229
-12.99,300,1697.117533
-12.99,300,1698.344326
-12.99,300,1699.575598
8.03,198,1700.73894
8.44,157,1701.519385
8.6,141,1702.146357
7.87,214,1702.789337
-12.99,300,1703.716122
7.96,205,1704.912934
-12.99,300,1705.831006
-12.99,300,1707.091823
-12.99,300,1708.352453
9.06,95,1709.492089
-12.99,300,1710.004752
-12.99,300,1711.237137
7.74,227,1712.414072
-12.99,300,1713.379882
-12.99,300,1714.601002
7.91,210,1715.788831
8.5,151,1716.629245
-12.99,300,1717.34763
-12.99,300,1718.591976
-12.99,300,1719.833845
-12.99,300,1721.076727
-12.99,300,1726.493479
-12.99,300,1727.750279
-12.99,300,1729.014829
7.35,266,1730.256772
-12.99,300,1731.396675
-12.99,300,1732.649106
8.72,129,1733.802243
8.14,187,1734.379661
7.62,239,1735.19291
-12.99,300,1736.227717
8.0,201,1737.425251
-12.99,300,1738.329087
-12.99,300,1739.588619
-12.99,300,1740.83885
-12.99,300,1742.062134
-12.99,300,1743.291935
-12.99,300,1744.516272
7.51,250,1745.712573
-12.99,300,1746.763655
8.47,154,1747.902801
-12.99,300,1748.618335
-12.99,300,1749.838846
8.53,148,1750.969089
-12.99,300,1751.66206
-12.99,300,1752.888767
8.79,122,1754.013271
-12.99,300,1754.624819
-12.99,300,1755.877788
-12.99,300,1757.136288
-12.99,300,1758.361203
8.03,198,1759.529906
-12.99,300,1760.403326
-12.99,300,1761.622056
7.91,210,1762.785108
-12.99,300,1763.689976
-12.99,300,1764.91093
-12.99,300,1766.138181
-12.99,300,1767.363842
-12.99,300,1772.787112
-12.99,300,1774.013646
-12.99,300,1775.228376
-12.99,300,1776.451398
-12.99,300,1777.679037
-12.99,300,1778.925087
-12.99,300,1780.167546
8.29,172,1781.332784
7.47,254,1782.097944
-12.99,300,1783.173208
-12.99,300,1784.397435
-12.99,300,1785.61735
-12.99,300,1786.842417
-12.99,300,1788.06126
-12.99,300,1789.28989
-12.99,300,1790.514827
7.81,220,1791.692737
8.27,174,1792.563153
-12.99,300,1793.344695
-12.99,300,1794.568655
7.3,271,1795.775872
-12.99,300,1796.899899
-12.99,300,1798.122002
-12.99,300,1799.345577
-12.99,300,1800.571855
-12.99,300,1801.825928
-12.99,300,1803.077396
-12.99,300,1804.309258
-12.99,300,1805.535369
7.36,265,1806.739039
7.64,237,1807.798038
-12.99,300,1808.795209
7.81,220,1809.974295
-12.99,300,1810.933427
-12.99,300,1812.176207
7.24,277,1817.652172
-12.99,300,1818.815899
-12.99,300,1820.043298
-12.99,300,1821.26543
7.41,260,1822.466304
-12.99,300,1823.54709
-12.99,300,1824.771669
-12.99,300,1826.003366
-12.99,300,1827.247481
7.42,259,1828.447734
-12.99,300,1829.528521
-12.99,300,1830.750031
-12.99,300,1831.970255
-12.99,300,1833.19352
9.27,74,1834.283231
-12.99,300,1834.715401
-12.99,300,1835.936571
-12.99,300,1837.165993
7.71,230,1838.384267
8.73,128,1839.29223
8.08,193,1839.871274
-12.99,300,1840.748724
-12.99,300,1841.993602
-12.99,300,1843.222831
-12.99,300,1844.463114
-12.99,300,1845.695738
-12.99,300,1846.919001
-12.99,300,1848.139319
8.68,133,1849.267097
8.45,156,1849.82426
8.93,108,1850.43526
-12.99,300,1850.992486
-12.99,300,1852.220174
-12.99,300,1853.44986
-12.99,300,1854.677542
7.84,217,1855.855752
-12.99,300,1856.789626
-12.99,300,1862.210989
-12.99,300,1863.435961
-12.99,300,1864.659682
-12.99,300,1865.898299
-12.99,300,1867.140969
-12.99,300,1868.380661
-12.99,300,1869.628999
7.6,241,1870.841051
-12.99,300,1871.889932
7.41,260,1873.153445
-12.99,300,1874.270931
7.88,213,1875.477214
7.54,247,1876.382853
-12.99,300,1877.444024
-12.99,300,1878.664948
-12.99,300,1879.90115
7.52,249,1881.115732
-12.99,300,1882.159446
-22.63,264,1883.361326
7.78,223,1884.423661
-12.99,300,1885.404568
-22.71,272,1886.645331
-12.99,300,1887.800565
-12.99,300,1889.056066
7.96,205,1890.258523
-12.99,300,1891.172455
-12.99,300,1892.426553
-12.99,300,1893.672722
8.3,171,1894.819499
8.88,113,1895.479122
-12.99,300,1896.048383
-12.99,300,1897.264207
9.27,74,1898.372565
-12.99,300,1898.816028
-12.99,300,1900.070227
-12.99,300,1901.334528
-12.99,300,1902.619431
-12.99,300,1908.050942
-12.99,300,1909.309414
-12.99,300,1910.567908
-12.99,300,1911.825675
-12.99,300,1913.081056
-12.99,300,1914.336767
-12.99,300,1915.593677
-12.99,300,1916.86592
-12.99,300,1918.123331
-12.99,300,1919.379016
-12.99,300,1920.634317
-12.99,300,1921.913413
-12.99,300,1923.165539
-12.99,300,1924.390224
-12.99,300,1925.606285
-12.99,300,1926.821923
-12.99,300,1928.039036
-12.99,300,1929.261955
-12.99,300,1930.482445
-12.99,300,1931.702069
-12.99,300,1932.927982
9.35,66,1934.034314
-12.99,300,1934.453986
-12.99,300,1935.75133
-12.99,300,1937.011101
-12.99,300,1938.296457
7.64,237,1939.508088
8.88,113,1940.433527
7.73,228,1941.007335
-12.99,300,1942.004436
-12.99,300,1943.263814
-12.99,300,1944.525691
-12.99,300,1945.781177
-12.99,300,1947.001604
-12.99,300,1948.219369
-12.99,300,1949.445303
8.37,164,1954.91574
-12.99,300,1955.661482
8.65,136,1956.7873
-12.99,300,1957.435152
8.67,134,1958.558369
-12.99,300,1959.199148
8.86,115,1960.316677
8.56,145,1960.802165
-12.99,300,1961.481668
7.05,296,1962.704114
-12.99,300,1963.911486
-12.99,300,1965.136344
-12.99,300,1966.385817
-12.99,300,1967.649369
-12.99,300,1968.911762
-12.99,300,1970.171985
-12.99,300,1971.44752
-12.99,300,1972.669668
7.48,253,1973.860198
-12.99,300,1974.917948
-12.99,300,1976.142783
-12.99,300,1977.366333
7.48,253,1978.563073
-12.99,300,1979.625324
-12.99,300,1980.86218
-12.99,300,1982.119107
8.76,125,1983.271879
-12.99,300,1983.900708
7.89,212,1985.110614
7.3,271,1986.036769
-12.99,300,1987.189789
-12.99,300,1988.446105
-12.99,300,1989.714315
-12.99,300,1990.980754
-12.99,300,1992.244387
-12.99,300,1993.505826
-12.99,300,1994.771256
-12.99,300,2000.291113
-12.99,300,2001.529438
-12.99,300,2002.748144
-12.99,300,2003.966595
8.32,169,2005.11071
-12.99,300,2005.877747
7.21,280,2007.094999
-12.99,300,2008.255441
-12.99,300,2009.483044
-12.99,300,2010.710287
-12.99,300,2011.940037
-12.99,300,2013.188184
-12.99,300,2014.440693
7.57,244,2015.658502
-12.99,300,2016.708072
-12.99,300,2017.954901
-12.99,300,2019.208441
-12.99,300,2020.472862
-22.57,258,2021.705854
-12.99,300,2022.81521
-12.99,300,2024.07348
-12.99,300,2025.342006
-12.99,300,2026.608775
-12.99,300,2027.870845
8.35,166,2029.052804
-12.99,300,2029.834632
-12.99,300,2031.10525
-12.99,300,2032.334647
-12.99,300,2033.555872
-12.99,300,2034.803567
-12.99,300,2036.063278
-12.99,300,2037.319268
-12.99,300,2038.578225
-12.99,300,2039.817355
-12.99,300,2045.300892
-12.99,300,2046.524306
-12.99,300,2047.748629
-12.99,300,2048.976017
-22.98,299,2050.205924
-12.99,300,2051.428347
-12.99,300,2052.650779
-12.99,300,2053.880799
-12.99,300,2055.108652
-12.99,300,2056.329259
-12.99,300,2057.55264
8.82,119,2058.671146
-12.99,300,2059.262579
-12.99,300,2060.502687
-12.99,300,2061.755963
-12.99,300,2062.999927
-12.99,300,2064.244205
-12.99,300,2065.502005
-12.99,300,2066.761844
-12.99,300,2068.018518
-12.99,300,2069.297356
-12.99,300,2070.574965
-12.99,300,2071.833161
-12.99,300,2073.089771
8.75,126,2074.243907
-12.99,300,2074.87772
8.6,141,2076.040682
-12.99,300,2076.72751
-12.99,300,2077.970715
-12.99,300,2079.198073
-12.99,300,2080.419469
-12.99,300,2081.639834
-12.99,300,2082.865924
-12.99,300,2084.105437
-12.99,300,2085.353964
9.21,80,2086.481248
-12.99,300,2091.160653
-12.99,300,2092.430676
-12.99,300,2093.692153
-12.99,300,2094.923217
-12.99,300,2096.146213
-12.99,300,2097.370229
-12.99,300,2098.601778
-12.99,300,2099.834396
-12.99,300,2101.065576
-12.99,300,2102.283192
-12.99,300,2103.507701
-12.99,300,2104.750524
-12.99,300,2106.001516
-12.99,300,2107.252613
-12.99,300,2108.486552
-12.99,300,2109.713367
-12.99,300,2110.937303
-12.99,300,2112.150751
-12.99,300,2113.367879
-12.99,300,2114.58943
-12.99,300,2115.813176
7.51,250,2117.007859
-12.99,300,2118.057375
-12.99,300,2119.281751
7.91,210,2120.468164
-12.99,300,2121.425138
-12.99,300,2122.672776
-12.99,300,2123.915443
-12.99,300,2125.155141
-12.99,300,2126.397604
7.65,236,2127.616075
-12.99,300,2128.648608
-12.99,300,2129.911108
-12.99,300,2131.168535
-12.99,300,2136.680528
-12.99,300,2137.944244
-12.99,300,2139.186803
-12.99,300,2140.408222
7.82,219,2141.582538
-12.99,300,2142.51893
-12.99,300,2143.740132
-12.99,300,2144.966244
-12.99,300,2146.186784
-12.99,300,2147.407592
-12.99,300,2148.639606
-12.99,300,2149.88248
-12.99,300,2151.124477
-12.99,300,2152.397619
-12.99,300,2153.648122
-12.99,300,2154.897637
-12.99,300,2156.151749
-12.99,300,2157.407268
-12.99,300,2158.664904
-12.99,300,2159.924085
-12.99,300,2161.178784
7.45,256,2162.407255
-12.99,300,2163.49041
-12.99,300,2164.719904
-12.99,300,2165.945853
-12.99,300,2167.172069
-12.99,300,2168.39473
-12.99,300,2169.619818
8.62,139,2170.747953
-12.99,300,2171.410326
-12.99,300,2172.653923
-12.99,300,2173.892868
-12.99,300,2175.138206
7.94,207,2176.324498
-12.99,300,2177.235508
8.44,157,2182.641361
-12.99,300,2183.371848
-12.99,300,2184.612514
-12.99,300,2185.851706
-12.99,300,2187.093405
-12.99,300,2188.334319
-12.99,300,2189.572887
7.58,243,2190.787683
9.33,68,2191.688349
-12.99,300,2192.109434
-12.99,300,2193.348922
-12.99,300,2194.591565
8.64,137,2195.742789
8.8,121,2196.304167
-12.99,300,2196.913519
-12.99,300,2198.161589
-12.99,300,2199.409574
-12.99,300,2200.651969
-12.99,300,2201.896785
7.58,243,2203.10494
-12.99,300,2204.139866
-12.99,300,2205.382821
-12.99,300,2206.623897
8.8,121,2207.77934
-12.99,300,2208.394965
-12.99,300,2209.617141
-12.99,300,2210.849825
-12.99,300,2212.097585
-12.99,300,2213.321158
-12.99,300,2214.537843
-12.99,300,2215.7883
-12.99,300,2217.047672
-12.99,300,2218.311009
7.7,231,2219.506934
-12.99,300,2220.492314
-12.99,300,2221.719007
9.11,90,2222.818666
-12.99,300,2227.519143
-12.99,300,2228.741772
9.08,93,2229.84834
-12.99,300,2230.349542
-12.99,300,2231.570604
-12.99,300,2232.788679
-12.99,300,2234.007976
-12.99,300,2235.228369
-12.99,300,2236.546178
-12.99,300,2237.779115
-12.99,300,2239.017594
7.6,241,2240.24234
-12.99,300,2241.316912
8.84,117,2242.429775
-12.99,300,2243.014898
-12.99,300,2244.236526
9.42,59,2245.327709
7.66,235,2245.668749
-12.99,300,2246.663472
-12.99,300,2247.88991
-12.99,300,2249.110266
8.72,129,2250.229709
-12.99,300,2250.855145
-12.99,300,2252.072937
-12.99,300,2253.288229
-12.99,300,2254.507214
-12.99,300,2255.737692
-12.99,300,2256.966292
-12.99,300,2258.193089
-12.99,300,2259.421153
-12.99,300,2260.6678
-12.99,300,2261.913674
-12.99,300,2263.159632
-12.99,300,2264.418371
-12.99,300,2265.662137
-12.99,300,2266.881467
-12.99,300,2268.105131
-12.99,300,2273.464725
-12.99,300,2274.690323
-12.99,300,2275.918983
-12.99,300,2277.148984
-12.99,300,2278.377538
-12.99,300,2279.600263
-12.99,300,2280.82169
-12.99,300,2282.058229
-12.99,300,2283.278929
-12.99,300,2284.495205
-12.99,300,2285.713639
8.24,177,2286.863876
-12.99,300,2287.661845
-12.99,300,2288.895773
7.48,253,2290.095788
-12.99,300,2291.151279
-12.99,300,2292.377539
-12.99,300,2293.624126
-12.99,300,2294.865591
-12.99,300,2296.120631
-12.99,300,2297.371628
8.01,200,2298.537711
-12.99,300,2299.419621
-12.99,300,2300.650088
7.43,258,2301.881932
-12.99,300,2302.959341
-12.99,300,2304.183844
-12.99,300,2305.410973
-12.99,300,2306.638061
-12.99,300,2307.863646
9.22,79,2308.955567
-12.99,300,2309.406133
-12.99,300,2310.631302
-12.99,300,2311.865296
-12.99,300,2313.092982
-12.99,300,2318.75002
-12.99,300,2319.976406
8.01,200,2321.143068
-12.99,300,2322.015853
8.83,118,2323.131563
-12.99,300,2323.716622
-12.99,300,2324.944553
8.34,167,2326.094894
-12.99,300,2326.863065
-12.99,300,2328.127045
-12.99,300,2329.386064
-12.99,300,2330.645362
-12.99,300,2331.937793
-12.99,300,2333.197105
-22.86,287,2334.452078
-12.99,300,2335.674722
-12.99,300,2336.933753
-12.99,300,2338.170866
-12.99,300,2339.394317
-12.99,300,2340.620407
-12.99,300,2341.871274
-12.99,300,2343.13815
-12.99,300,2344.397106
-12.99,300,2345.665813
-12.99,300,2346.91081
-12.99,300,2348.133296
-12.99,300,2349.358731
9.19,82,2350.452835
-12.99,300,2350.913607
-12.99,300,2352.134224
8.25,176,2353.289743
-12.99,300,2354.086329
-12.99,300,2355.31627
-12.99,300,2356.5589
-12.99,300,2357.808731
-12.99,300,2359.06061
-12.99,300,2364.673309
8.0,201,2365.865313
-12.99,300,2366.763729
8.24,177,2367.947557
-12.99,300,2368.762148
-12.99,300,2370.021079
-12.99,300,2371.281698
8.37,164,2372.460043
-12.99,300,2373.22834
-12.99,300,2374.485972
9.02,99,2375.626618
-12.99,300,2376.164677
8.8,121,2377.313558
-12.99,300,2377.928298
-12.99,300,2379.156193
-12.99,300,2380.37903
-12.99,300,2381.603727
-12.99,300,2382.83118
-12.99,300,2384.051169
8.34,167,2385.19628
-12.99,300,2385.952638
-12.99,300,2387.169854
-12.99,300,2388.393478
-12.99,300,2389.612857
-12.99,300,2390.845706
-12.99,300,2392.104361
-12.99,300,2393.342564
-12.99,300,2394.601585
-12.99,300,2395.866103
9.05,96,2397.005009
-12.99,300,2397.531765
8.9,111,2398.676844
8.14,187,2399.187784
-12.99,300,2400.038703
-12.99,300,2401.284424
-12.99,300,2402.509867
-12.99,300,2403.735794
-12.99,300,2404.959301
-12.99,300,2410.240091
-12.99,300,2411.466416
8.97,104,2412.577889
-12.99,300,2413.120044
-12.99,300,2414.35353
-12.99,300,2415.61515
-12.99,300,2416.837479
-12.99,300,2418.062234
-12.99,300,2419.291556
-12.99,300,2420.524163
-12.99,300,2421.796474
7.04,297,2423.057459
9.2,81,2424.178835
-12.99,300,2424.654034
-12.99,300,2425.923337
-12.99,300,2427.192691
-12.99,300,2428.458608
-12.99,300,2429.694188
7.23,278,2430.907642
-12.99,300,2432.057534
-12.99,300,2433.280007
-12.99,300,2434.499524
-12.99,300,2435.727191
-12.99,300,2436.955468
-12.99,300,2438.186228
-12.99,300,2439.444199
-12.99,300,2440.706433
8.17,184,2441.894853
-12.99,300,2442.740564
-12.99,300,2444.006805
-12.99,300,2445.279792
-12.99,300,2446.550013
-12.99,300,2447.8188
-12.99,300,2449.061455
-12.99,300,2450.292381
7.88,213,2455.568198
-12.99,300,2456.489519
7.97,204,2457.659626
-12.99,300,2458.547974
-12.99,300,2459.764298
-12.99,300,2460.989206
-12.99,300,2462.207323
-12.99,300,2463.425576
-12.99,300,2464.642936
8.51,150,2465.776719
9.27,74,2466.342678
-12.99,300,2466.775677
-12.99,300,2468.00052
-12.99,300,2469.225471
-12.99,300,2470.452617
-12.99,300,2471.677132
-12.99,300,2472.899346
-12.99,300,2474.123813
-12.99,300,2475.356136
8.3,171,2476.526138
-12.99,300,2477.310901
-12.99,300,2478.561244
-12.99,300,2479.82038
-12.99,300,2481.088557
7.99,202,2482.299858
-12.99,300,2483.208814
-12.99,300,2484.470894
9.02,99,2485.614032
-12.99,300,2486.150874
-12.99,300,2487.417917
-12.99,300,2488.682737
-12.99,300,2489.947915
-12.99,300,2491.207839
-12.99,300,2492.473276
-12.99,300,2493.731375
-12.99,300,2494.991918
-12.99,300,2496.258579
-12.99,300,2501.721937
-12.99,300,2502.986726
-12.99,300,2504.216726
-12.99,300,2505.466546
-12.99,300,2506.734653
-12.99,300,2508.003784
7.04,297,2509.267122
-12.99,300,2510.518241
-12.99,300,2511.780103
-12.99,300,2513.041505
-12.99,300,2514.293716
-12.99,300,2515.523054
-12.99,300,2516.780571
-12.99,300,2518.042308
-22.33,234,2519.257728
8.78,123,2520.17141
8.3,171,2520.720575
-12.99,300,2521.510725
-12.99,300,2522.736463
-12.99,300,2523.957233
-12.99,300,2525.198568
-12.99,300,2526.448074
-12.99,300,2527.706153
7.84,217,2528.914746
-12.99,300,2529.875634
-12.99,300,2531.116982
7.64,237,2532.304364
8.5,151,2533.216539
-12.99,300,2533.919652
9.44,57,2535.008343
-12.99,300,2535.398502
-12.99,300,2536.701582
-12.99,300,2537.964889
-12.99,300,2539.205267
-12.99,300,2540.437123
-12.99,300,2541.689796
-12.99,300,2546.967091
8.59,142,2548.113215
-12.99,300,2548.80002
8.57,144,2549.957143
-12.99,300,2550.654263
-12.99,300,2551.914015
-12.99,300,2553.171484
-12.99,300,2554.433569
7.82,219,2555.674586
-12.99,300,2556.641782
-12.99,300,2557.899025
-12.99,300,2559.150041
-12.99,300,2560.410455
-12.99,300,2561.637125
-12.99,300,2562.860917
-12.99,300,2564.083769
8.69,132,2565.21588
-12.99,300,2565.859493
7.08,293,2567.084847
-12.99,300,2568.289604
-12.99,300,2569.53063
-12.99,300,2570.798131
-12.99,300,2572.061035
8.36,165,2573.240284
